Song,Film/Album,Artists
Aankh Maarey,Simmba,"Kumar Sanu, Neha Kakkar, Mika Singh"
Ghar Ghar Ki Ramayan,Sindoor Ki Awaaz,"Kumar Sanu, Sadhana Sargam"
Aaj Humne Dil Ka,Sir,Kumar Sanu
Band Hoton Se,Sir,Kumar Sanu
Hum Se Badal Gaya,Sir,Kumar Sanu
Jis Din Suraj Ki,Sir,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Sun Sun Barasat Ki Dhun,Sir,Kumar Sanu
Yeh Ujali Chandani,Sir,Kumar Sanu
Pehli Pehli Baar Mohabbat Ki Hai,Sirf Tum,Kumar Sanu
Uparwala Apne Saath Hai,Sirf Tum,Kumar Sanu
Ho Sake To Mera Ek Kaam,Sitam,Kumar Sanu
Aaj Raat Chhod Ke,Smuggler,"Kumar Sanu, Alka Yagnik"
Ye Barish Ka Paani,Smuggler,Kumar Sanu
Yaadein Bani Parchaiyan,Soch,Kumar Sanu
Yaadein Bani Parchaiyan (Sad),Soch,Kumar Sanu
Silsila,Social Mandiya,Kumar Sanu
Hum To Dil Chahen Tumhara,Soldier,Kumar Sanu
Mehfil Mein Baar Baar,Soldier,Kumar Sanu
Mere Dil Jigar Se,Soldier,Kumar Sanu
Soldier Soldier,Soldier,"Kumar Sanu, Alka Yagnik, Hema Sardesai"
Dil Mere Tu Deewana Hai,Sooryavansham,Kumar Sanu
Dil Mere Tu Deewana Hai (Sad),Sooryavansham,Kumar Sanu
Har Subah Bahut Yaad,Sooryavansham,Kumar Sanu
Kore Kore Sapne,Sooryavansham,Kumar Sanu
Aawajo Aawajo,Ssukh,Kumar Sanu
Aaj Mile Ho Kal Phir,Stuntman,"Kumar Sanu, Suhasini, Alka Yagnik"
Aati Hai Teri Yaad Aati Hain,Stuntman,Kumar Sanu
Yeh Aankhen Hai Aaina,Stuntman,Kumar Sanu
Yeh Maine Soch Liya,Stuntman,Kumar Sanu
Zindagi Kya Hai Ek Nagma,Stuntman,Kumar Sanu
Ye Nakhra Ladki Ka,Suhaag,"Kumar Sanu, Udit Narayan, Alka Yagnik, Poornima"
Kya Baat Hai,Sultaan,"Kumar Sanu, Alka Yagnik"
Jab Dil Dhadakta,Suno Sasurjee,Kumar Sanu
Mera Dil Chura Ke,Suno Sasurjee,"Kumar Sanu, Prabha, Alka Yagnik"
Ek Ladki Nache Raaste Mein,Suraj,"Kumar Sanu, Poornima"
Waada Ho Gaya Pyar Ka,Suraj Barsay Phool,"Kumar Sanu, Sneha Pant"
Dil Mein Ho Pyar,Surakshaa,"Kumar Sanu, Alka Yagnik"
Kaali Aankhon Wali,Surakshaa,Kumar Sanu
Masoom Sanam,Surakshaa,Kumar Sanu
Main Nahin Kehta,Suryavanshi,"Kumar Sanu, Asha Bhosle"
Dil Bechoge,Swarg Jaisaa Ghar,"Kumar Sanu, Sadhana Sargam"
Diwana Hoon Mein,Swarg Jaisaa Ghar,"Kumar Sanu, Alka Yagnik"
Hun Huna Re Hun Huna,Taaqat,Kumar Sanu
Kaisee Hai Dil Ki Lagi,Taaqat,Kumar Sanu
Patthar Pe Likhi Koi,Taaqat,"Kumar Sanu, Sadhana Sargam, Alka Yagnik, Poornima"
Dil Se Juda Ahsas Tu Hai,Taarzan: The Wonder Car,"Kumar Sanu, Alka Yagnik, Jayesh Gandhi"
Aaj Pahli Baar Dil Ki Baat,Tadipaar,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Aap Ki Dushmani Kabool,Tadipaar,Kumar Sanu
Bikhri Zulfon Ko,Tadipaar,Kumar Sanu
Pyaar Ka Pahla Saal Hai,Tadipaar,"Kumar Sanu, Sadhana Sargam"
Dil Diwane Ka Dola Dildaar Ke Liye,Tahalka,"Kumar Sanu, Anuradha Paudwal, Babla Mehta"
Aankhon Mein Basaya Tha,Takkar,Kumar Sanu
Dil Gaya Haanthon Se,Takkar,"Kumar Sanu, Alka Yagnik"
Palkein Ho Khuli Ya Bandh,Takkar,Kumar Sanu
Teri Aankhon Ne Aisa Kamaal Ki,Takkar,Kumar Sanu
Masoom Chehra,Talaash: The Hunt Begins...,Kumar Sanu
Zindagi Ka Tu Naya Paigam Le,Talaashi,Kumar Sanu
Shabke Jage Hue (Male),Tamanna,Kumar Sanu
Yeh Aaine Jo Tumhe,Tamanna,Kumar Sanu
Yeh Kya Hua,Tamanna,"Kumar Sanu, Alka Yagnik"
Aey Chhori Tu Tapori,Taqdeerwala,Kumar Sanu
Phool Jaisi Muskaan,Taqdeerwala,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Ae Deewane Dil,Tarazu,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Mujhe Na Chup Rehna,Tarazu,Kumar Sanu
Su Su Su Aa Gaya,Tarazu,Kumar Sanu
Raj Mahal Sunsan Pada Hai,Tathagatha Buddha,Kumar Sanu
Chaha Tujhe O Sanam,Taxi Driver,"Kumar Sanu, Bateithymmai Nongrum"
Dil Tera Deewana Hai,Teenmoti,Kumar Sanu
Ishq Pe Koi Zor,Teenmoti,"Kumar Sanu, Alka Yagnik, Poornima, Sadhana Sargam"
Tumko Janaam,Teenmoti,Kumar Sanu
Yaar Dil Se,Teenmoti,Kumar Sanu
Love In Rain,Teesra Kaun,"Kumar Sanu, Poornima"
Bhala Ho Tera Nend Se Humein Jagane Wale,Tere Ghar Mein Ganga Behti Hai,Kumar Sanu
Aankh Marey,Tere Mere Sapne,"Kumar Sanu, Kavita Krishnamurthy"
Naach Lachak Ke Naach,Thalapathi,"Kumar Sanu, Sadhana Sargam"
Dekha Jo Tumhe Dil,The Don,"Kumar Sanu, Sadhana Sargam"
Teri Chaahat Mein Dil,The Don,Kumar Sanu
Dard Gayab Hua Dard Se,The Forest,"Kumar Sanu, Keka Khoshal"
Aaja Aaja Priyatama,Tirupati Shree Balaji,"Kumar Sanu, Sadhana Sargam"
Moti Chupaye Hue Hain,Tirupati Shree Balaji,Kumar Sanu
Sweekar Kar Lena,Tribhuvan Mishra CA Topper,"Kumar Sanu, Chaandni"
Aaya Main Yahan Tere Liye,Trinetra,Kumar Sanu
Maine Tujhe Chhod Ke 1,Trinetra,Kumar Sanu
Maine Tujhe Chhod Ke 2,Trinetra,Kumar Sanu
Maine Tujhe Chhod Ke 3,Trinetra,Kumar Sanu
Maine Tujhe Chhod Ke 4,Trinetra,Kumar Sanu
Doston Ke Liye Aaj,Trishakti,"Kumar Sanu, Udit Narayan, Sonu Nigam"
Bol O Gori,Tu Chor Main Sipahi,Kumar Sanu
Chal Kar Le Thoda Pyar,Tu Chor Main Sipahi,Kumar Sanu
Hum Do Premee,Tu Chor Main Sipahi,"Kumar Sanu, Alka Yagnik, Poornima Shrestha"
Jaaneman Jaane Jaan,Tu Chor Main Sipahi,Kumar Sanu
Kuch Ho Gaya,Tu Chor Main Sipahi,Kumar Sanu
Tak Dhina Tak Dhina,Tu Chor Main Sipahi,Kumar Sanu
Ise Pyaar Kahiye,Tum Karo Vaada,"Kumar Sanu, Asha Bhosle"
Tujhe Pyaar Karne Se,Tum Karo Vaada,Kumar Sanu
Tum Karo Vaada,Tum Karo Vaada,Kumar Sanu
Aankh Hai Bhari Bhari (Duet),Tum Se Achcha Kaun Hai,"Kumar Sanu, Alka Yagnik"
Aankh Hai Bhari Bhari (Male),Tum Se Achcha Kaun Hai,Kumar Sanu
Rehna To Hai,Tum?: A Dangerous Obsession,"Kumar Sanu, Alka Yagnik"
Jab Tak Tum Samne,Tumse Milke Wrong Number,Kumar Sanu
Kal Hum Jis Se Mile The,Tumse Milke Wrong Number,"Kumar Sanu, Anuradha Paudwal"
Hello Hello Tanha Dil Ghabrata Hai,Tyagi,"Kumar Sanu, Sapna Mukherjee"
Laut Ke Aaja Re Oh O,Tyagi,"Kumar Sanu, Kavita Krishnamurthy"
Mujhko To Kuchh Kuchh Hota Hai,Tyagi,"Kumar Sanu, Asha Bhosle"
Badal Garja Bijlee Chamki,Udaan,Kumar Sanu
Jab Jab Dekhun Tujhe,Udaan,Kumar Sanu
Kal Raat Sapne Mein,Udaan,"Kumar Sanu, Alka Yagnik"
Dil Dhadakne Ka Bahana,Udhaar Ki Zindagi,Kumar Sanu
Hum Ne To Le Hai Kasam,Udhaar Ki Zindagi,Kumar Sanu
Main Bhi Chup Hoon,Udhaar Ki Zindagi,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Barso Ke Baad,Uff! Yeh Mohabbat,Kumar Sanu
Haan Mujhe Tumse Mohabbat Hai,Uff! Yeh Mohabbat,Kumar Sanu
Jab Se Hai Sikha,Uff! Yeh Mohabbat,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Utra Na Dil Me Koi,Uff! Yeh Mohabbat,Kumar Sanu
Shabnam Ye,Uljhan,Kumar Sanu
Tune Ek Pal Ke,Uljhan,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Jab Se Mila Hai Mujhe,Umar 55 Ki Dil Bachpan Ka,"Kumar Sanu, Anuradha Paudwal"
Jab Se Mila Hai Mujhe Pyar (Sad),Umar 55 Ki Dil Bachpan Ka,Kumar Sanu
Yeh Dil Kaho To Dedo,Umar 55 Ki Dil Bachpan Ka,"Kumar Sanu, Alka Yagnik"
Dost Hamare,Umeed-The Hope,Kumar Sanu
Jeevan Ka Safar,Umeed-The Hope,Kumar Sanu
Abb Neend Kisse,Utthaan,"Alka Yagnik, Kumar Sanu"
Abb Neend Kisse (Remix),Utthaan,Kumar Sanu
Abhi Tum Ho Kamsin,Utthaan,Kumar Sanu
Vaada Hai Ye,Vaada,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Khwabon Mein Khayalo Mein,Vaardaat,"Kumar Sanu, Chorus"
Apni to Nikal Padi,Vaastav: The Reality,"Kumar Sanu, Atul Kale"
Tere Pyar Ne,Vaastav: The Reality,Kumar Sanu
Teri Hifazat Meri Hifazat (Sad),Vardi,Kumar Sanu
Teri Hiffazat Meri Hiffazat,Vardi,Kumar Sanu
Ab Main Hosh Me Aaya To,Vartmaan,"Kumar Sanu, Asha Bhosle"
Kabhi Tum Sanam Ho Kabhi,Vartmaan,Kumar Sanu
Tu Jo Mera Yaar Bane Rumba,Vartmaan,Kumar Sanu
Dhoom Dhadaka,Veer,"Kumar Sanu, Poornima, Alka Yagnik"
Tere Hain Hum,Veer,Kumar Sanu
Khud Se Har Koi Rootha Hai,Veergati,Kumar Sanu
Mausam Ne Badal Se,Veergati,"Kumar Sanu, Bela Sulakhe, Poornima, Sadhana Sargam"
Meri Nigah Main,Veergati,Kumar Sanu
Beli O Beli,Veerta,"Kumar Sanu, Asha Bhosle, Debasish Dasgupta"
Na Na Na Tujhe Nahi Nahi Jana,Veerta,Kumar Sanu
O Chooday Wali Chhamiya,Veerta,Kumar Sanu
Tumhe Apna Banane Ki (90s Revisited),Vicky Vidya Ka Woh Wala Video,"Kumar Sanu, Anuradha Paudwal"
Der Lagi Aane Mein Tumko,Vijaypath,Kumar Sanu
Raah Mein Unse Mulakat Ho Gayi,Vijaypath,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Saagar Sang Kinare Ho,Vijaypath,Kumar Sanu
Seene Mein Dil,Vijaypath,Kumar Sanu
Payalay Chunmun,Virasat,Kumar Sanu
Tare Hain Barati,Virasat,"Kumar Sanu, Jaspinder Narula, K. S. Chithra"
Jaanam Jaanam Jaanam,Virodhi,"Kumar Sanu, Asha Bhosle"
Nain Kabootar Udh Gaye,Virodhi,"Kumar Sanu, Asha Bhosle"
Tere Mere Pyar Ka,Virodhi,"Kumar Sanu, Mohammed Aziz, Sarika Kapoor"
Deewane Tu Hai Jahan,Vishnu Vijaya,Kumar Sanu
Dil Ki Ghadi Are Ghadi Ghadi,Vishnu Vijaya,"Kumar Sanu, Alka Yagnik, Kavita Krishnomurti"
Deewangi Ye Jo Hai Pyar K,Vishwasghaat,Kumar Sanu
Janeman Janeja Dil Ne Di,Vishwasghaat,Kumar Sanu
Ye Dil Kyon Dhadakta Hai,Vishwasghaat,"Kumar Sanu, Lata Mangeshkar"
Dil Le Gaye Teri Bindiya,Vishwatma,"Kumar Sanu, Mohammad Aziz, Udit Narayan, Sadhana Sargam, Sapna Mukherjee"
Kal Jisne Janam Yahan Paaya,Vivah,"Kumar Sanu, Suresh Wadkar, Ravindra Jain"
Tere Bagahair Ye Dil,Wafa,"Kumar Sanu, Pronali"
Aur Hum Tum,Wajood,Kumar Sanu
Main Sochta Hoon,Wajood,"Kumar Sanu, Alka Yagnik"
Kachi Kali Kache Naarke,Waqt Hamara Hai,Kumar Sanu
Tumka Dekha Aur Ho Gaya,Waqt Hamara Hai,Kumar Sanu
Yeh Waqt Hamara Hai,Waqt Hamara Hai,"Kumar Sanu, Alka Yagnik, Asha Bhosle, Sudesh Bhosle"
Har Dil Jo Pyar Karega,Waqt Ka Badshah,"Kumar Sanu, Jayashree Shivram"
Sili Sili Sargoshi Mein,Who's There,Kumar Sanu
Awaaz Do,Wo India Ka Shakespeare,Kumar Sanu
Mere Samne Hai,Yaar Gaddar,Kumar Sanu
Tum Hi Tum,Yaar Gaddar,"Kumar Sanu, Alka Yagnik"
Mehka Mehka Hai Badan,Yaar Ki Ibaadat,"Kumar Sanu, Annie Chatterjee"
Maa Akeli,Yahi To Pyar Hai,Kumar Sanu
Ho Jaata Hai Kaise Pyar,Yalgaar,"Kumar Sanu, Sapna Mukherjee"
Sheher Mein Gaon Mein,Yalgaar,Kumar Sanu
Akela Tu Hi Nahi,Yash,"Kumar Sanu, Alisha Chinai"
Yeh Kya Hua,Yash,Kumar Sanu
Rimjhim Barasta Sawan,Ye Kaisi Bekarari,"Kumar Sanu, Chandana Dixit"
Ye Parbaton Ki Wadiyan,Ye Kaisi Bekarari,Kumar Sanu
Dagadu Dada Zindabaad,Ye Sunday Kyun Aata Hai,Kumar Sanu
Jisne Sapna Dekha,Ye Sunday Kyun Aata Hai,Kumar Sanu
Rang Dharti Ke Liye,Ye Sunday Kyun Aata Hai,Kumar Sanu
Itna To Kaha De,Yeh Aashiqui Meri,"Kumar Sanu, Alka Yagnik"
Ye Aashki Meri,Yeh Aashiqui Meri,Kumar Sanu
Zindagi Hai Ye,Yeh Aashiqui Meri,Kumar Sanu
Dekhna Dekhna,Yeh Desh,"Kumar Sanu, Shailendra Singh, Shakti Thakur, Udit Narayan"
Dhak Chik Dana,Yeh Dil Aashiqana,"Kumar Sanu, Anuradha Paudwal, Alka Yagnik"
I Am in Love,Yeh Dil Aashiqana,Kumar Sanu
Jab Se Main,Yeh Dil Aashiqana,Kumar Sanu
Utha Le Jaoonga Tujhe Mai Doli,Yeh Dil Aashiqana,Kumar Sanu
Yeh Dil Aashiquana,Yeh Dil Aashiqana,Kumar Sanu
Dekho Zara Dekho,Yeh Dillagi,Kumar Sanu
Honton Pe Bas,Yeh Dillagi,"Kumar Sanu, Lata Mangeshkar"
Naam Kya Hai,Yeh Dillagi,Kumar Sanu
Aankhen Pyari Hain,Yeh Hai Jalwa,"Kumar Sanu, Alka Yagnik, Shaan"
Carbon Copy (Duet),Yeh Hai Jalwa,Kumar Sanu
O Jaane Jigar,Yeh Hai Jalwa,Kumar Sanu
Humko Aawaz De,Yeh Hai Mumbai Meri Jaan,Kumar Sanu
Mera Chand Mujhe Aaya Hai Nazar,Yeh Hai Mumbai Meri Jaan,"Kumar Sanu, Alka Yagnik"
Teri Chahat Ke Deewane,Yeh Hai Mumbai Meri Jaan,Kumar Sanu
Wada Kiya Humne,Yeh Hai Mumbai Meri Jaan,Kumar Sanu
Yeh Ghadi Sanam,Yeh Hai Mumbai Meri Jaan,Kumar Sanu
Yeh Kaisi Mohabbat,Yeh Kaisi Mohabbat,Kumar Sanu
Tera Naam Lene Ki,Yeh Lamhe Judaai Ke,"Kumar Sanu, Sadhana Sargam"
Tum Paas Ho Jab Mere,Yeh Lamhe Judaai Ke,"Kumar Sanu, Asha Bhosle"
Yaadein Teri Yaadein,Yeh Lamhe Judaai Ke,Kumar Sanu
Yaadein Teri Yaadein (Sad),Yeh Lamhe Judaai Ke,Kumar Sanu
Ye Dil Hai Ya Sheesha,Yeh Lamhe Judaai Ke,Kumar Sanu
Mera Dil Ek Khali Kamra,Yeh Raaste Hain Pyaar Ke,"Kumar Sanu, Anuradha Paudwal"
Tu Muskura Tu Muskura,Yeh Raat Phir Na Aayegi,"Kumar Sanu, Anuradha Paudwal"
Dil To Kehta Hai,Yeh Zindagi Ka Safar,Kumar Sanu
Halat Na Poochho Dil Ki,Yeh Zindagi Ka Safar,Kumar Sanu
Ek Din Aap,Yes Boss,"Kumar Sanu, Alka Yagnik"
Ambar Se Noor Liya,Yeshwant,Kumar Sanu
Tum Samne Baitho,Yeshwant,Kumar Sanu
Ye Resham Kee Saari,Yoddha,Kumar Sanu
Duniya Me Jina Hai To Sikh Lo Tum Marna,Yodha,"Kumar Sanu, Amit Kumar, Anupama Deshpande"
Whole Day Whole Night Dil Tarse,Yodha,"Kumar Sanu, Alka Yagnik"
Sach Tum Sach Ho,Young Bikers,Kumar Sanu
Chane Laga Aisa Nasha,Yudhpath,"Kumar Sanu, Kavita Krishnamurthy"
Chale Hum Do Jan Sair,Yugpurush,"Kumar Sanu, Ravindra Sathe"
Yunhi Kabhi (Sad),Yuhi Kabhi,Kumar Sanu
Yunhi Kabhi Kuch Mil Gaya,Yuhi Kabhi,Kumar Sanu
Mubarak Ho Mubarak Ho,Zaalim,"Kumar Sanu, Alka Yagnik"
Hum Yahan Tum Yahan,Zakhm,Kumar Sanu
Ae Meri Zindagi,Zakhmi Dil,"Kumar Sanu, Sadhna Sargam"
Khushiyon Ka Mausam,Zakhmi Dil,Kumar Sanu
Phool Jahan Khiltey Hain,Zakhmi Dil,Kumar Sanu
Tum Sharma Ke Dekho,Zakhmi Sipahi,"Kumar Sanu, Sadhana Sargam"
Aanewala Kal Ka Suraj,Zakhmo Ka Hisaab,Kumar Sanu
Jeene Ke Liye,Zakhmo Ka Hisaab,Kumar Sanu
For Ever 'N' Ever,Zamaana Deewana,Kumar Sanu
For Ever 'N' Ever (Sad),Zamaana Deewana,Kumar Sanu
Neend Kise Chain Kahan,Zamaana Deewana,"Kumar Sanu, Alka Yagnik"
Tere Chehre Mein Dikhti Hai,Zamana Mera Hai,Kumar Sanu
Aankhon Se Hum Batein,Zamane Se Kya Darna,"Kumar Sanu, Alka Yagnik"
Laila Laila Laila,Zameer: The Awakening of a Soul,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Mujhe Ek Ladki,Zameer: The Awakening of a Soul,Kumar Sanu
Tere Nagme,Zameer: The Awakening of a Soul,Kumar Sanu
Tune Pyar Ka Jaadu,Zameer: The Awakening of a Soul,Kumar Sanu
Partdesi Pardesi,Zameer: The Fire Within,"Kumar Sanu, Alka Yagnik, Sapna Awasthi"
O Haseena,Ziddi,"Kumar Sanu, Chithra"
Rabba Maula Mahiya,Zindagi Ban Gaye Ho Tum,Kumar Sanu
Dil To Dil Hai Dil Ka Kya Hai,Zindagi Ek Juaa,Kumar Sanu
Kabhi Kuch Khoya Kabhi Kuch Paya,Zindagi Ek Juaa,Kumar Sanu
Yeh Zindagi Hai Ek Juaa,Zindagi Ek Juaa,Kumar Sanu
Yun Ghur Ghur Ghurke,Zindagi Ek Juaa,Kumar Sanu
Khathmandu Khathmandu,Zulm Ki Hukumat,Kumar Sanu
Aankh Lad Gayi,Zulm-O-Sitam,"Kumar Sanu, Poornima"
Bhool Se Humne Bhool Ki,Zulmi,"Kumar Sanu, Asha Bhosle"
